"idea_id","category_id","category_name","subcategory_id","subcategory_name","collection_id","status","title","slug","summary","tags","pros_json","cons_json","verdict","trend_score","tier","","","","","","","","","",""
"IDEA-00178","CAT-018","Gaming & Esports Tech","SUB-178","VR/AR Immersive Gaming Tools","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00179","CAT-018","Gaming & Esports Tech","SUB-179","Mobile Game Monetization SDKs","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00180","CAT-018","Gaming & Esports Tech","SUB-180","Gaming Community Coaching Apps","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00181","CAT-019","Hospitality & Travel","SUB-181","Hotel Management Systems (PMS)","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00182","CAT-019","Hospitality & Travel","SUB-182","AI Itinerary & Travel Planners","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00183","CAT-019","Hospitality & Travel","SUB-183","Luggage Storage & Delivery Networks","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00184","CAT-019","Hospitality & Travel","SUB-184","Boutique Experience Marketplaces","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00185","CAT-019","Hospitality & Travel","SUB-185","Restaurant POS & Kitchen Display Tech","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00186","CAT-019","Hospitality & Travel","SUB-186","Flight & Hotel Price Tracking Bots","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00187","CAT-019","Hospitality & Travel","SUB-187","Digital Concierge & Guest Apps","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00188","CAT-019","Hospitality & Travel","SUB-188","Vacation Home Co-Ownership Tech","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00189","CAT-019","Hospitality & Travel","SUB-189","Corporate Travel Expense Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00190","CAT-019","Hospitality & Travel","SUB-190","Tour Operator Booking Engines","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00191","CAT-020","Hardware & IoT Devices","SUB-191","Smart Home Automation Controllers","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00192","CAT-020","Hardware & IoT Devices","SUB-192","Wearable Health Trackers","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00193","CAT-020","Hardware & IoT Devices","SUB-193","Industrial IoT Sensors & Monitoring","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00194","CAT-020","Hardware & IoT Devices","SUB-194","Smart Asset Tracking Tags","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00195","CAT-020","Hardware & IoT Devices","SUB-195","Environmental & Air Quality Monitors","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00196","CAT-020","Hardware & IoT Devices","SUB-196","Smart Agriculture Hardware Sensors","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00197","CAT-020","Hardware & IoT Devices","SUB-197","Drone Inspection Hardware Systems","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00198","CAT-020","Hardware & IoT Devices","SUB-198","Smart Energy Metering Devices","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00199","CAT-020","Hardware & IoT Devices","SUB-199","Connected Security Cameras & Hardware","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00200","CAT-020","Hardware & IoT Devices","SUB-200","Smart Fleet GPS Trackers","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00201","CAT-021","Enterprise Software & IT","SUB-201","IT Service Management (ITSM) Tools","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00202","CAT-021","Enterprise Software & IT","SUB-202","Cloud Cost Optimization (FinOps)","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00203","CAT-021","Enterprise Software & IT","SUB-203","Enterprise Identity & Access (IAM)","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00204","CAT-021","Enterprise Software & IT","SUB-204","Master Data Management Systems","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00205","CAT-021","Enterprise Software & IT","SUB-205","Mainframe Modernization Tech","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00206","CAT-021","Enterprise Software & IT","SUB-206","API Gateway & Middleware Solutions","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00207","CAT-021","Enterprise Software & IT","SUB-207","DevOps Pipeline Automation Tools","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00208","CAT-021","Enterprise Software & IT","SUB-208","Service Mesh & Microservices Tech","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00209","CAT-021","Enterprise Software & IT","SUB-209","Continuous Integration & Deployment (CI/CD)","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00210","CAT-021","Enterprise Software & IT","SUB-210","Network Infrastructure Monitoring","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00211","CAT-022","Fashion & Apparel Tech","SUB-211","Virtual Fitting Room & AR Try-On","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00212","CAT-022","Fashion & Apparel Tech","SUB-212","AI Style & Outfit Recommendation Apps","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00213","CAT-022","Fashion & Apparel Tech","SUB-213","On-Demand Clothing Production Tech","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00214","CAT-022","Fashion & Apparel Tech","SUB-214","Sustainable Fabric & Material Tracking","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00215","CAT-022","Fashion & Apparel Tech","SUB-215","Apparel Inventory & Sizing Analytics","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00216","CAT-022","Fashion & Apparel Tech","SUB-216","Custom Tailoring & Body Scanning Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00217","CAT-022","Fashion & Apparel Tech","SUB-217","Fashion Resell & Rental Platforms","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00218","CAT-022","Fashion & Apparel Tech","SUB-218","Footwear Design 3D Tools","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00219","CAT-022","Fashion & Apparel Tech","SUB-219","Luxury Goods Authentication Tech","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00220","CAT-022","Fashion & Apparel Tech","SUB-220","Smart Textile & E-Clothing Apps","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00221","CAT-023","Food Tech & Culinary","SUB-221","Ghost Kitchen Management Systems","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00222","CAT-023","Food Tech & Culinary","SUB-222","Smart Kitchen Appliance Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00223","CAT-023","Food Tech & Culinary","SUB-223","Commercial Food Waste Tracking","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00224","CAT-023","Food Tech & Culinary","SUB-224","Ingredient Sourcing Marketplaces","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00225","CAT-023","Food Tech & Culinary","SUB-225","Personalized Recipe & Diet Apps","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00226","CAT-023","Food Tech & Culinary","SUB-226","Restaurant Reservation & Waitlist Tech","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00227","CAT-023","Food Tech & Culinary","SUB-227","AI Wine & Beverage Pairing Systems","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00228","CAT-023","Food Tech & Culinary","SUB-228","Food Delivery Fleet Optimization","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00229","CAT-023","Food Tech & Culinary","SUB-229","Meal Kit Subscription Engines","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00230","CAT-023","Food Tech & Culinary","SUB-230","Culinary Online Masterclass Platforms","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00231","CAT-024","Pet Industry Tech","SUB-231","Smart Pet Collars & GPS Trackers","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00232","CAT-024","Pet Industry Tech","SUB-232","Tele-Veterinary Consultation Portals","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00233","CAT-024","Pet Industry Tech","SUB-233","Pet Sitting & Dog Walking Apps","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00234","CAT-024","Pet Industry Tech","SUB-234","Customized Pet Nutrition Subscriptions","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00235","CAT-024","Pet Industry Tech","SUB-235","Veterinary Practice Management Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00236","CAT-024","Pet Industry Tech","SUB-236","Pet Adoption & Breeder Marketplaces","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00237","CAT-024","Pet Industry Tech","SUB-237","Automated Pet Feeding & Watering Tech","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00238","CAT-024","Pet Industry Tech","SUB-238","Pet Insurance Aggregators","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00239","CAT-024","Pet Industry Tech","SUB-239","Pet Grooming Appointment Booking","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00240","CAT-024","Pet Industry Tech","SUB-240","Lost & Found Pet Radar Apps","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00241","CAT-025","Human Resources & Recruitment","SUB-241","Applicant Tracking Systems (ATS)","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00242","CAT-025","Human Resources & Recruitment","SUB-242","AI Candidate Screening & Matching","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00243","CAT-025","Human Resources & Recruitment","SUB-243","Employee Onboarding Automation","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00244","CAT-025","Human Resources & Recruitment","SUB-244","Employee Engagement & Survey Tools","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00245","CAT-025","Human Resources & Recruitment","SUB-245","Performance Management & Reviews","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00246","CAT-025","Human Resources & Recruitment","SUB-246","Remote Payroll & Global Compliance","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00247","CAT-025","Human Resources & Recruitment","SUB-247","Technical Skill Assessment Tools","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00248","CAT-025","Human Resources & Recruitment","SUB-248","Diversity & Inclusion Analytics","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00249","CAT-025","Human Resources & Recruitment","SUB-249","Freelancer Management Systems (FMS)","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00250","CAT-025","Human Resources & Recruitment","SUB-250","Employee Benefits Management Portals","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00251","CAT-026","Sales & CRM Tools","SUB-251","AI Sales Pipeline Forecasting","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00252","CAT-026","Sales & CRM Tools","SUB-252","Outreach & Email Cadence Automation","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00253","CAT-026","Sales & CRM Tools","SUB-253","Sales Enablement & Content Repositories","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00254","CAT-026","Sales & CRM Tools","SUB-254","Conversation Intelligence & Call Recording","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00255","CAT-026","Sales & CRM Tools","SUB-255","Commission & Revenue Management Tech","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00256","CAT-026","Sales & CRM Tools","SUB-256","Customer Success & Churn Prediction","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00257","CAT-026","Sales & CRM Tools","SUB-257","Account-Based Marketing (ABM) Tools","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00258","CAT-026","Sales & CRM Tools","SUB-258","Lead Scoring & Enrichment Platforms","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00259","CAT-026","Sales & CRM Tools","SUB-259","Contract & Quote Generation (CPQ)","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00260","CAT-026","Sales & CRM Tools","SUB-260","Social Selling & LinkedIn Automation","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00261","CAT-027","Agriculture & AgTech","SUB-261","Precision Farming & Crop Monitoring","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00262","CAT-027","Agriculture & AgTech","SUB-262","Soil Sensors & Moisture Trackers","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00263","CAT-027","Agriculture & AgTech","SUB-263","Agricultural Drone Mapping Tech","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00264","CAT-027","Agriculture & AgTech","SUB-264","Farm Management ERP Systems","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00265","CAT-027","Agriculture & AgTech","SUB-265","Smart Irrigation Control Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00266","CAT-027","Agriculture & AgTech","SUB-266","Livestock Health Tracking Wearables","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00267","CAT-027","Agriculture & AgTech","SUB-267","Agri-Marketplace & Produce Trading","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00268","CAT-027","Agriculture & AgTech","SUB-268","Vertical Farming Automation Tech","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00269","CAT-027","Agriculture & AgTech","SUB-269","Weather Risk & Crop Insurance Analytics","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00270","CAT-027","Agriculture & AgTech","SUB-270","Agri-Supply Chain Transparency Tech","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00271","CAT-028","Event Tech & Entertainment","SUB-271","Virtual & Hybrid Event Platforms","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00272","CAT-028","Event Tech & Entertainment","SUB-272","Event Ticketing & Registration Tech","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00273","CAT-028","Event Tech & Entertainment","SUB-273","AI Matchmaking for Conferences","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00274","CAT-028","Event Tech & Entertainment","SUB-274","Concert & Festival Management Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00275","CAT-028","Event Tech & Entertainment","SUB-275","Venue Booking & Logistics Marketplaces","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00276","CAT-028","Event Tech & Entertainment","SUB-276","Event Badge & Access Control Tech","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00277","CAT-028","Event Tech & Entertainment","SUB-277","Interactive Audience Polling Apps","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00278","CAT-028","Event Tech & Entertainment","SUB-278","Talent Booking & Management Portals","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00279","CAT-028","Event Tech & Entertainment","SUB-279","Experiential Marketing Tech Tools","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00280","CAT-028","Event Tech & Entertainment","SUB-280","Live Streaming Production Suites","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00281","CAT-029","Supply Chain & Logistics","SUB-281","Real-Time Freight Tracking Portals","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00282","CAT-029","Supply Chain & Logistics","SUB-282","Warehouse Management Systems (WMS)","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00283","CAT-029","Supply Chain & Logistics","SUB-283","Last-Mile Delivery Routing Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00284","CAT-029","Supply Chain & Logistics","SUB-284","Inventory Forecasting & Reordering Tech","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00285","CAT-029","Supply Chain & Logistics","SUB-285","Supply Chain Risk & Compliance Management","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00286","CAT-029","Supply Chain & Logistics","SUB-286","Cross-Docking & Distribution Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00287","CAT-029","Supply Chain & Logistics","SUB-287","Cold Chain Temperature Monitoring","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00288","CAT-029","Supply Chain & Logistics","SUB-288","Customs Clearance & Import Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00289","CAT-029","Supply Chain & Logistics","SUB-289","Third-Party Logistics (3PL) Automation","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00290","CAT-029","Supply Chain & Logistics","SUB-290","Container Fleet Management Systems","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00291","CAT-030","Web3 & Blockchain Apps","SUB-291","Decentralized Finance (DeFi) Protocols","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00292","CAT-030","Web3 & Blockchain Apps","SUB-292","NFT Infrastructure & Minting Engines","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00293","CAT-030","Web3 & Blockchain Apps","SUB-293","Web3 Wallet & Authentication SDKs","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00294","CAT-030","Web3 & Blockchain Apps","SUB-294","Smart Contract Security Audit Tools","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00295","CAT-030","Web3 & Blockchain Apps","SUB-295","Tokenomics Modeling Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00296","CAT-030","Web3 & Blockchain Apps","SUB-296","Decentralized Identity (DID) Systems","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00297","CAT-030","Web3 & Blockchain Apps","SUB-297","Cross-Chain Bridge Infrastructure","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00298","CAT-030","Web3 & Blockchain Apps","SUB-298","Crypto Accounting & Tax Compliance","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00299","CAT-030","Web3 & Blockchain Apps","SUB-299","DAO Governance & Voting Platforms","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00300","CAT-030","Web3 & Blockchain Apps","SUB-300","On-Chain Analytics & Data Indexers","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00301","CAT-031","Construction & PropTech","SUB-301","Building Information Modeling (BIM) Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00302","CAT-031","Construction & PropTech","SUB-302","Construction Site Safety & Wearables","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00303","CAT-031","Construction & PropTech","SUB-303","Jobsite Equipment Tracking & Rental","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00304","CAT-031","Construction & PropTech","SUB-304","Automated Construction Bidding & Estimating","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00305","CAT-031","Construction & PropTech","SUB-305","Modular & Prefab Construction Platforms","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00306","CAT-031","Construction & PropTech","SUB-306","Property Inspection & Snagging Apps","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00307","CAT-031","Construction & PropTech","SUB-307","Commercial Real Estate Lease Abstraction","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00308","CAT-031","Construction & PropTech","SUB-308","Concrete & Material Quality Testing Sensors","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00309","CAT-031","Construction & PropTech","SUB-309","Subcontractor Payment & Lien Management","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00310","CAT-031","Construction & PropTech","SUB-310","Building Energy Performance Diagnostics","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00311","CAT-032","Insurance Tech (InsurTech)","SUB-311","Automated Claims Processing Systems","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00312","CAT-032","Insurance Tech (InsurTech)","SUB-312","Telematics-Based Auto Insurance","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00313","CAT-032","Insurance Tech (InsurTech)","SUB-313","Parametric Climate Insurance Protocols","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00314","CAT-032","Insurance Tech (InsurTech)","SUB-314","Commercial Risk Assessment Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00315","CAT-032","Insurance Tech (InsurTech)","SUB-315","Embedded Insurance APIs for E-Commerce","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00316","CAT-032","Insurance Tech (InsurTech)","SUB-316","Life & Health Policy Underwriting Engines","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00317","CAT-032","Insurance Tech (InsurTech)","SUB-317","Insurance Fraud Detection Algorithms","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00318","CAT-032","Insurance Tech (InsurTech)","SUB-318","Peer-to-Peer Insurance Platforms","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00319","CAT-032","Insurance Tech (InsurTech)","SUB-319","Cyber Insurance Risk Scoring","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00320","CAT-032","Insurance Tech (InsurTech)","SUB-320","Reinsurance Analytics & Modeling","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00321","CAT-033","Retail & In-Store Tech","SUB-321","Smart Shelf & Inventory Vision Systems","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00322","CAT-033","Retail & In-Store Tech","SUB-322","Self-Checkout & Autonomous Store Tech","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00323","CAT-033","Retail & In-Store Tech","SUB-323","In-Store Foot Traffic Analytics","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00324","CAT-033","Retail & In-Store Tech","SUB-324","Digital Price Tag & Dynamic Pricing Tech","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00325","CAT-033","Retail & In-Store Tech","SUB-325","POS Loyalty & Personalization Engines","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00326","CAT-033","Retail & In-Store Tech","SUB-326","Loss Prevention & Anti-Shoplifting AI","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00327","CAT-033","Retail & In-Store Tech","SUB-327","Interactive Retail Digital Signage","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00328","CAT-033","Retail & In-Store Tech","SUB-328","In-Store Beacon & Proximity Marketing","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00329","CAT-033","Retail & In-Store Tech","SUB-329","Retail Staff Scheduling & Task Management","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00330","CAT-033","Retail & In-Store Tech","SUB-330","Micro-Fulfillment Store Hub Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00331","CAT-034","Energy & Clean Power","SUB-331","Smart Grid Load Balancing Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00332","CAT-034","Energy & Clean Power","SUB-332","Commercial Solar Management Platforms","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00333","CAT-034","Energy & Clean Power","SUB-333","Wind Turbine Predictive Maintenance","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00334","CAT-034","Energy & Clean Power","SUB-334","Microgrid Controller & Optimizers","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00335","CAT-034","Energy & Clean Power","SUB-335","Battery Energy Storage Optimization (BESS)","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00336","CAT-034","Energy & Clean Power","SUB-336","Renewable Energy Credit (REC) Trading","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00337","CAT-034","Energy & Clean Power","SUB-337","Virtual Power Plant (VPP) Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00338","CAT-034","Energy & Clean Power","SUB-338","Geothermal Heat Pump Monitoring","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00339","CAT-034","Energy & Clean Power","SUB-339","Hydrogen Infrastructure Tracking","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00340","CAT-034","Energy & Clean Power","SUB-340","Utility Billing & Metering Automation","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00341","CAT-035","Aerospace & Defense Tech","SUB-341","Satellite Imagery & Geospatial Analytics","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00342","CAT-035","Aerospace & Defense Tech","SUB-342","Commercial Drone Swarm Coordination","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00343","CAT-035","Aerospace & Defense Tech","SUB-343","Flight Telemetry & Predictive Analytics","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00344","CAT-035","Aerospace & Defense Tech","SUB-344","Avionics Software Development Kits","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00345","CAT-035","Aerospace & Defense Tech","SUB-345","Space Debris Tracking & Avoidance","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00346","CAT-035","Aerospace & Defense Tech","SUB-346","Unmanned Aerial Vehicle (UAV) Traffic Management","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00347","CAT-035","Aerospace & Defense Tech","SUB-347","Defense Procurement & Supply Compliance","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
